"date"	"Observed"	"PredictionX"
"196"	1997-06-16	12	4.06955889502645
"197"	1997-06-17	12	4.08219298152235
"198"	1997-06-18	12	4.07213728002561
"199"	1997-06-19	0	4.02982428920823
"200"	1997-06-20	0	3.99008893125222
"201"	1997-06-21	0	3.97513429825707
"202"	1997-06-22	30	3.97513429825707
"203"	1997-06-23	30	4.00066030974879
"204"	1997-06-24	30	3.9818380992549
"205"	1997-06-25	30	3.98312729175448
"206"	1997-06-26	30	4.10719331058074
"207"	1997-06-27	30	4.05459059313281
"208"	1997-06-28	30	4.08759713057307
"209"	1997-06-29	30	4.08759713057307
"210"	1997-06-30	30	4.15324634304785
"211"	1997-07-01	30	4.17043494674563
"212"	1997-07-02	30	4.156924587128
"213"	1997-07-03	30	4.165106914044
"214"	1997-07-04	30	4.13004087805538
"215"	1997-07-05	30	4.09648180933895
"216"	1997-07-06	30	4.09648180933895
"217"	1997-07-07	30	4.13618893832608
"218"	1997-07-08	30	4.11673624606684
"219"	1997-07-09	30	4.17458880409832
"220"	1997-07-10	30	4.15191708682098
"221"	1997-07-11	30	4.12896946032842
"222"	1997-07-12	30	4.09648180933895
"223"	1997-07-13	30	4.09648180933895
"224"	1997-07-14	30	4.23688709813792
"225"	1997-07-15	30	4.1240987577989
"226"	1997-07-16	30	4.12974297582817
"227"	1997-07-17	30	4.09777100183854
"228"	1997-07-18	30	4.19704898255993
"229"	1997-07-19	30	4.10777609847058
"230"	1997-07-20	30	4.10777609847058
"231"	1997-07-21	30	4.1348491409618
"232"	1997-07-22	0	4.00646345172234
"233"	1997-07-23	0	3.83630893396143
"234"	1997-07-24	0	3.84901152553865
"235"	1997-07-25	0	3.84249705795942
"236"	1997-07-26	0	3.82908945596377
"237"	1997-07-27	0	3.82908945596377
"238"	1997-07-28	0	3.94197039567118
"239"	1997-07-29	0	4.13156771505703
"240"	1997-07-30	0	4.09348816929426
"241"	1997-07-31	0	4.11514660328723
"242"	1997-08-01	0	4.15682986447707
"243"	1997-08-02	0	4.09219897679468
"244"	1997-08-03	0	4.09219897679468
"245"	1997-08-04	30	4.2185037003231
"246"	1997-08-05	30	4.12018856852005
"247"	1997-08-06	30	4.1470662540209
"248"	1997-08-07	30	4.22329385062776
"249"	1997-08-08	30	4.09684006979317
"250"	1997-08-09	30	4.0674159560581
"251"	1997-08-10	30	4.0674159560581
"252"	1997-08-11	30	4.13127332824074
"253"	1997-08-12	30	4.00544123404782
"254"	1997-08-13	30	4.00363636454841
"255"	1997-08-14	30	4.00647258804749
"256"	1997-08-15	30	4.34804647582907
"257"	1997-08-16	30	3.99151795505234
"258"	1997-08-17	30	3.99151795505234
"259"	1997-08-18	30	4.0082774575469
"260"	1997-08-19	40	4.08660201469375
"261"	1997-08-20	43	4.01962235154322
"262"	1997-08-21	43	4.02877802537848
"263"	1997-08-22	43	4.13612352825037
"264"	1997-08-23	43	3.98877490196069
"265"	1997-08-24	43	3.98877490196069
"266"	1997-08-25	43	4.01017549745375
"267"	1997-08-26	93	3.99779924945777
"268"	1997-08-27	93	4.03443156487483
"269"	1997-08-28	93	3.93791527899943
"270"	1997-08-29	93	3.86869101099634
"271"	1997-08-30	93	3.84677473850345
"272"	1997-08-31	93	3.84677473850345
"273"	1997-09-01	93	3.89074429365187
"274"	1997-09-02	93	3.8617293714986
"275"	1997-09-03	63	3.65776877281475
"276"	1997-09-04	63	3.75481278283352
"277"	1997-09-05	63	3.89025063505276
"278"	1997-09-06	63	3.65261200281642
"279"	1997-09-07	63	3.65261200281642
"280"	1997-09-08	63	3.71060759458231
"281"	1997-09-09	63	3.63942369541076
"282"	1997-09-10	63	3.89528550927512
"283"	1997-09-11	63	3.86950165928348
"284"	1997-09-12	63	3.88858170827729
"285"	1997-09-13	63	3.86150866578607
"286"	1997-09-14	63	3.86150866578607
"287"	1997-09-15	63	3.87620546028131
"288"	1997-09-16	63	3.91101365777002
"289"	1997-09-17	83	3.87889557810601
"290"	1997-09-18	73	3.78088527075223
"291"	1997-09-19	70	3.77513443767909
"292"	1997-09-20	70	3.75708574268494
"293"	1997-09-21	70	3.75708574268494
"294"	1997-09-22	70	3.86726144548415
"295"	1997-09-23	70	3.83237458466053
"296"	1997-09-24	70	3.77255605267993
"297"	1997-09-25	20	3.66089668234094
"298"	1997-09-26	20	3.6731755742348
"299"	1997-09-27	20	3.51961441057131
"300"	1997-09-28	40	3.51961441057131
"301"	1997-09-29	40	3.56722795725922
"302"	1997-09-30	40	3.5857923292532
"303"	1997-10-01	40	3.55235990006069
"304"	1997-10-02	40	3.97102220361864
"305"	1997-10-03	40	4.15863448304675
"306"	1997-10-04	40	3.98636600145189
"307"	1997-10-05	40	3.98636600145189
"308"	1997-10-06	40	4.05752942742881
"309"	1997-10-07	55	3.99513251044905
"310"	1997-10-08	55	4.03328658486491
"311"	1997-10-09	55	4.04735289759479
"312"	1997-10-10	55	4.11668735978523
"313"	1997-10-11	55	3.98636600145189
"314"	1997-10-12	55	3.98636600145189
"315"	1997-10-13	55	4.01679094444202
"316"	1997-10-14	58	4.08255594374606
"317"	1997-10-15	58	3.99255412544989
"318"	1997-10-16	58	4.01756445994177
"319"	1997-10-17	38	3.87935612715326
"320"	1997-10-18	38	3.86633608527023
"321"	1997-10-19	38	3.86915965755314
"322"	1997-10-20	38	3.84606226192121
"323"	1997-10-21	38	3.90186415909689
"324"	1997-10-22	38	4.10100430262083
"325"	1997-10-23	38	3.7541481371552
"326"	1997-10-24	38	4.0332842246771
"327"	1997-10-25	38	3.96346425892853
"328"	1997-10-26	38	3.96346425892853
"329"	1997-10-27	38	4.05247499933746
"330"	1997-10-28	18	3.84149975163475
"331"	1997-10-29	18	3.9956852856948
"332"	1997-10-30	18	3.88086246632533
"333"	1997-10-31	18	3.83969488213533
"334"	1997-11-01	18	3.83402243513717
"335"	1997-11-02	18	3.83402243513717
"336"	1997-11-03	18	3.85207113013132
"337"	1997-11-04	18	4.22801559456919
"338"	1997-11-05	18	4.01278068285669
"339"	1997-11-06	3	4.03570713334986
"340"	1997-11-07	3	3.94483506550373
"341"	1997-11-08	3	3.91234741451426
"342"	1997-11-09	3	3.91234741451426
"343"	1997-11-10	3	3.91801986151242
"344"	1997-11-11	3	3.93194314050791
"345"	1997-11-12	3	3.91853553851226
"346"	1997-11-13	0	4.04872272035315
"347"	1997-11-14	0	4.05542652135098
"348"	1997-11-15	0	4.02448590136101
"349"	1997-11-16	0	4.0433097165804
"350"	1997-11-17	20	4.06342111957387
"351"	1997-11-18	20	4.0670308585727
"352"	1997-11-19	20	4.1083877761813
"353"	1997-11-20	20	4.10649157415153
"354"	1997-11-21	20	4.08766936365763
"355"	1997-11-22	20	4.06962066866349
"356"	1997-11-23	20	4.06962066866349
"357"	1997-11-24	20	4.17243385973063
"358"	1997-11-25	85	4.07271473066248
"359"	1997-11-26	85	4.17026237053755
"360"	1997-11-27	85	4.15736424348703
"361"	1997-11-28	85	4.11008306395212
"362"	1997-11-29	85	3.95833362501585
"363"	1997-11-30	85	3.95833362501585
"364"	1997-12-01	85	4.10967691200505
"365"	1997-12-02	85	4.11858574290341
"366"	1997-12-03	85	4.06346665074904
"367"	1997-12-04	85	3.92824636091729
"368"	1997-12-05	85	4.03794063925732
"369"	1997-12-06	85	3.92173714233851
"370"	1997-12-07	85	3.92173714233851
"371"	1997-12-08	85	4.00080698601622
"372"	1997-12-09	85	3.92560471983726
"373"	1997-12-10	85	3.93694961383358
"374"	1997-12-11	85	3.96350697932496
"375"	1997-12-12	85	3.92405768883776
"376"	1997-12-13	85	3.92456071462142
"377"	1997-12-14	85	3.92456071462142
"378"	1997-12-15	85	3.97483922210511
"379"	1997-12-16	85	3.99526492153629
"380"	1997-12-17	65	3.79342658096118
"381"	1997-12-18	65	3.77956574399638
"382"	1997-12-19	65	3.78601170649429
"383"	1997-12-20	65	3.75455540950449
"384"	1997-12-21	65	3.75455540950449
"385"	1997-12-22	65	3.97793237202057
"386"	1997-12-23	65	3.80809924169048
"387"	1997-12-24	65	3.86554925289879
"388"	1997-12-25	0	3.50569514084186
"389"	1997-12-26	0	3.46688837926353
"390"	1997-12-27	0	3.42475192258342
"391"	1997-12-28	0	3.42475192258342
"392"	1997-12-29	50	3.48368213429875
"393"	1997-12-30	50	3.56799945845323
"394"	1997-12-31	50	3.43454978558024
"395"	1998-01-01	50	4.03493055227182
"396"	1998-01-02	50	4.06821994772993
"397"	1998-01-03	50	3.99482255105038
"398"	1998-01-04	50	3.99482255105038
"399"	1998-01-05	50	4.05120863030721
"400"	1998-01-06	50	4.26050723294987
"401"	1998-01-07	62	4.01983288554227
"402"	1998-01-08	62	4.01135846758569
"403"	1998-01-09	62	4.06173973269136
"404"	1998-01-10	62	3.99482255105038
"405"	1998-01-11	92	3.99482255105038
"406"	1998-01-12	92	4.01699666204319
"407"	1998-01-13	92	4.1076571910736
"408"	1998-01-14	92	4.04008129869838
"409"	1998-01-15	92	3.98241358381553
"410"	1998-01-16	92	4.14806042136289
"411"	1998-01-17	92	3.97983680354185
"412"	1998-01-18	92	3.97983680354185
"413"	1998-01-19	92	4.03095733160661
"414"	1998-01-20	92	4.0254734420687
"415"	1998-01-21	92	4.00659477363702
"416"	1998-01-22	92	4.05597893728368
"417"	1998-01-23	92	4.06822230979886
"418"	1998-01-24	92	3.99454603912376
"419"	1998-01-25	92	3.99454603912376
"420"	1998-01-26	92	4.14654957014899
"421"	1998-01-27	92	4.01952365437678
"422"	1998-01-28	57	3.75441831652058
"423"	1998-01-29	63	3.70007273986595
"424"	1998-01-30	63	3.78940380028435
"425"	1998-01-31	63	3.63713191691746
"426"	1998-02-01	87	3.63713191691746
"427"	1998-02-02	87	3.68637907040149
"428"	1998-02-03	87	3.65518061191161
"429"	1998-02-04	87	4.31155778778329
"430"	1998-02-05	117	4.13440242183356
"431"	1998-02-06	105	4.19967470167269
"432"	1998-02-07	105	3.97262551864823
"433"	1998-02-08	105	3.97262551864823
"434"	1998-02-09	105	3.98964285964271
"435"	1998-02-10	75	3.87030974686921
"436"	1998-02-11	75	3.8459004249663
"437"	1998-02-12	75	3.91686247038108
"438"	1998-02-13	75	3.92983021360222
"439"	1998-02-14	75	3.87863515688437
"440"	1998-02-15	75	3.87863515688437
"441"	1998-02-16	103	3.96418521560065
"442"	1998-02-17	103	4.15592579521068
"443"	1998-02-18	103	4.31269160315984
"444"	1998-02-19	103	4.17964693720299
"445"	1998-02-20	103	4.14587009371394
"446"	1998-02-21	103	4.14174467771528
"447"	1998-02-22	103	4.14174467771528
"448"	1998-02-23	103	4.18152031178372
"449"	1998-02-24	103	4.31839039023695
"450"	1998-02-25	103	4.14922199421285
"451"	1998-02-26	103	4.27418106730391
"452"	1998-02-27	88	4.11776453641177
"453"	1998-02-28	82	4.05289030078281
"454"	1998-03-01	173	4.05289030078281
"455"	1998-03-02	173	4.14908024307698
"456"	1998-03-03	149	4.00096953252501
"457"	1998-03-04	149	3.90007523976446
"458"	1998-03-05	149	4.06864740656386
"459"	1998-03-06	149	4.24005232970084
"460"	1998-03-07	119	3.84110587724672
"461"	1998-03-08	119	3.85240016637835
"462"	1998-03-09	119	3.87380076187141
"463"	1998-03-10	119	4.11600251402584
"464"	1998-03-11	119	4.48860773227584
"465"	1998-03-12	119	4.13263550435868
"466"	1998-03-13	119	4.30643294623773
"467"	1998-03-14	119	4.35423302670305
"468"	1998-03-15	119	4.35423302670305
"469"	1998-03-16	119	4.52944651299073
"470"	1998-03-17	119	4.41775354146271
"471"	1998-03-18	91	4.17246607715646
"472"	1998-03-19	91	4.20029355718205
"473"	1998-03-20	91	4.16690583896594
"474"	1998-03-21	91	4.11906870631877
"475"	1998-03-22	91	4.11906870631877
"476"	1998-03-23	91	4.28149904880438
"477"	1998-03-24	91	4.15427777604181
"478"	1998-03-25	91	4.26919546955722
"479"	1998-03-26	91	4.52386896883672
"480"	1998-03-27	91	4.23609675174104
"481"	1998-03-28	91	4.1773095737601
"482"	1998-03-29	91	4.19142743517464
"483"	1998-03-30	91	4.27923848541716
"484"	1998-03-31	0	3.77143896781243
"485"	1998-04-01	0	3.90055770944281
"486"	1998-04-02	3	3.6518456167462
"487"	1998-04-03	3	3.68613813723508
"488"	1998-04-04	3	3.63070285975306
"489"	1998-04-05	3	3.63070285975306
"490"	1998-04-06	33	3.75176044255202
